
1		7
2		45
3		89
4		123
5		139
6		156
7		182
8		222
9		243
10		295
11		320
12		329
13		376
14		402
15		456
16		461
17		491
18		520
19		527
20		555
21		591
22		626
23		646
24		659
25		675
26		692
27		726
28		770
29		799
30		843
31		855
32		875
33		898
34		945
35		998
36		1032
37		1060
38		1066
39		1092
40		1137
41		1189
42		1206
43		1254
44		1264
45		1276
46		1313
47		1345
48		1374
49		1432
50		1455
51		1459
52		1471
53		1514
54		1539
55		1599
56		1619
57		1661
58		1709
59		1756
60		1766
61		1773
62		1807
63		1818
64		1865
65		1897
66		1907
67		1962
68		1965
69		1977
70		1981
71		2002
72		2032
73		2076
74		2104
75		2129
76		2161
77		2176
78		2230
79		2288
80		2344
81		2353
82		2367
83		2385
84		2430
85		2475
86		2481
87		2509
88		2567
89		2586
90		2619
91		2639
92		2655
93		2714
94		2769
95		2781
96		2791
97		2802
98		2851
99		2878
100		2916
101		2935
102		2945
103		2986
104		3029
105		3073
106		3107
107		3142
108		3153
109		3169
110		3225
111		3272
112		3282
113		3337
114		3370
115		3408
116		3458
117		3466
118		3513
119		3546
120		3558
121		3593
122		3646
123		3689
124		3749
125		3786
126		3817
127		3873
128		3930
129		3976
130		4008
131		4045
132		4054
133		4068
134		4079
135		4099
136		4103
137		4109
138		4130
139		4179
140		4186
141		4215
142		4251
143		4279
144		4322
145		4356
146		4376
147		4430
148		4482
149		4503
150		4558
151		4591
152		4635
153		4680
154		4719
155		4742
156		4769
157		4810
158		4822
159		4856
160		4890
161		4901
162		4953
163		5011
164		5050
165		5054
166		5069
167		5129
168		5165
169		5185
170		5201
171		5207
172		5249
173		5283
174		5337
175		5383
176		5401
177		5460
178		5481
179		5523
180		5561
181		5618
182		5642
183		5691
184		5705
185		5735
186		5763
187		5802
188		5805
189		5861
190		5885
191		5928
192		5939
193		5968
194		6011
195		6042
196		6065
197		6086
198		6089
199		6129
200		6177
201		6209
202		6251
203		6311
204		6361
205		6405
206		6458
207		6507
208		6559
209		6586
210		6623
211		6632
212		6650
213		6663
214		6702
215		6723
216		6778
217		6798
218		6843
219		6876
220		6911
221		6959
222		6999
223		7017
224		7058
225		7101
226		7122
227		7163
228		7188
229		7215
230		7256
231		7288
232		7320
233		7358
234		7379
235		7387
236		7440
237		7495
238		7553
239		7566
240		7592
241		7639
242		7673
243		7688
244		7732
245		7746
246		7757
247		7808
248		7832
249		7873
250		7882
251		7920
252		7933
253		7946
254		7995
255		8001
256		8032
257		8065
258		8106
259		8136
260		8173
261		8225
262		8241
263		8282
264		8338
265		8394
266		8397
267		8401
268		8436
269		8492
270		8501
271		8515
272		8574
273		8586
274		8630
275		8689
276		8715
277		8726
278		8747
279		8762
280		8796
281		8825
282		8869
283		8925
284		8959
285		8978
286		9005
287		9016
288		9057
289		9083
290		9094
291		9123
292		9162
293		9222
294		9282
295		9319
296		9371
297		9410
298		9433
299		9436
300		9445
